Empresa;Estado;Produto;Tipo do Produto;Certificação;Tipo Símbolo
JACOBS DOUWE EGBERTS BR COM. DE CAFES LTDA;SP;L OR FORZA;GR;Pureza, Qualidade;Gourmet
JACOBS DOUWE EGBERTS BR COM. DE CAFES LTDA;SP;L OR INTENSO;TM;Pureza, Qualidade;Gourmet
JACOBS DOUWE EGBERTS BR COM. DE CAFES LTDA;SP;L OR ORIGENS CERRADO MINEIRO;TM;Pureza, Qualidade;Gourmet
JACOBS DOUWE EGBERTS BR COM. DE CAFES LTDA;SP;L OR ORIGENS MOGIANA;TM;Pureza, Qualidade;Gourmet
JACOBS DOUWE EGBERTS BR COM. DE CAFES LTDA;SP;L OR ORIGENS SUL DE MINAS;TM;Pureza, Qualidade, Sustentabilidade;Gourmet
JACOBS DOUWE EGBERTS BR COM. DE CAFES LTDA;SP;L OR ULTIMO;TM;Pureza, Qualidade;Gourmet
JACOBS DOUWE EGBERTS BR COM. DE CAFES LTDA;SP;MOKA EXTRAFORTE;TM;Pureza, Qualidade;Extraforte
JACOBS DOUWE EGBERTS BR COM. DE CAFES LTDA;SP;MOKA TRADICIONAL;TM;Pureza, Qualidade;Tradicional
JACOBS DOUWE EGBERTS BR COM. DE CAFES LTDA;SP;PELE ESPRESSO GRAOS;GR;Pureza, Qualidade;Superior
JACOBS DOUWE EGBERTS BR COM. DE CAFES LTDA;SP;PELE EXTRA FORTE;TM;Pureza, Qualidade;Extraforte
JACOBS DOUWE EGBERTS BR COM. DE CAFES LTDA;SP;PELE TRADICIONAL;TM;Pureza, Qualidade;Tradicional
JACOBS DOUWE EGBERTS BR COM. DE CAFES LTDA;SP;PILAO 252 GRAUS;TM;Pureza, Qualidade;Extraforte
JACOBS DOUWE EGBERTS BR COM. DE CAFES LTDA;SP;PILAO AROMA NOBRE;TM;Pureza, Qualidade;Superior
JACOBS DOUWE EGBERTS BR COM. DE CAFES LTDA;SP;PILAO AROMA ORIGINAL;TM;Pureza, Qualidade;Superior
JACOBS DOUWE EGBERTS BR COM. DE CAFES LTDA;SP;PILAO CAFETERIA COADO;TM;Pureza, Qualidade;Superior
JACOBS DOUWE EGBERTS BR COM. DE CAFES LTDA;SP;PILAO CAFETERIA ESPRESSO;TM;Pureza, Qualidade;Superior
JACOBS DOUWE EGBERTS BR COM. DE CAFES LTDA;SP;PILAO CAFETERIA ITALIANO;TM;Pureza, Qualidade;Superior
JACOBS DOUWE EGBERTS BR COM. DE CAFES LTDA;SP;PILAO DESCAFEINADO;TM;Pureza, Qualidade;Superior
JACOBS DOUWE EGBERTS BR COM. DE CAFES LTDA;SP;PILAO ESPRESSO GRAOS;GR;Pureza, Qualidade;Gourmet
JACOBS DOUWE EGBERTS BR COM. DE CAFES LTDA;SP;PILAO ESPRESSO INSTITUCIONAL;GR;Pureza, Qualidade;Superior
JACOBS DOUWE EGBERTS BR COM. DE CAFES LTDA;SP;PILAO ESPRESSO PREMIUM;GR;Pureza, Qualidade;Gourmet
JACOBS DOUWE EGBERTS BR COM. DE CAFES LTDA;SP;PILAO EXTRAFORTE;TM;Pureza, Qualidade;Extraforte
JACOBS DOUWE EGBERTS BR COM. DE CAFES LTDA;SP;PILAO INTENSO;TM;Pureza, Qualidade;Tradicional
JACOBS DOUWE EGBERTS BR COM. DE CAFES LTDA;SP;PILAO TRADICIONAL;TM;Pureza, Qualidade;Tradicional
JUPARANA CAFE LTDA - ME;ES;BIG BEN EXTRA FORTE;TM;Pureza, Qualidade;Extraforte
JUPARANA CAFE LTDA - ME;ES;RADIANTE EXPRESSO;GR;Pureza, Qualidade;Superior
JUPARANA CAFE LTDA - ME;ES;RADIANTE GOURMET;TM;Pureza, Qualidade;Gourmet
JUPARANA CAFE LTDA - ME;ES;RADIANTE TORRADO E MOIDO NA HORA;TM;Pureza, Qualidade;Tradicional
JUPARANA CAFE LTDA - ME;ES;RADIANTE TRADICIONAL;TM;Pureza, Qualidade;Tradicional
LA SANTE TORREF. DE CAFE LTDA - ME;SP;LA SANTE;TM;Pureza, Qualidade;Tradicional
LA SANTE TORREF. DE CAFE LTDA - ME;SP;LA SANTE - INTENSE;TM;Pureza, Qualidade;Extraforte
LA SANTE TORREF. DE CAFE LTDA - ME;SP;LA SANTE - SUPREME;TM;Pureza, Qualidade;Superior
LA SANTE TORREF. DE CAFE LTDA - ME;SP;LA SANTE EXTRA FORTE;TM;Pureza, Qualidade;Extraforte
LA SANTE TORREF. DE CAFE LTDA - ME;SP;LA SANTE SUPREME EM GRAOS;GR;Pureza, Qualidade;Gourmet
LATICINIOS REZENDE LTDA;ES;DAMARE ARABICA GOURMET;TM;Pureza, Qualidade;Gourmet
LATICINIOS REZENDE LTDA;ES;DAMARE ARABICA GOURMET GRAOS;GR;Pureza, Qualidade;Gourmet
LATICINIOS REZENDE LTDA;ES;DAMARE EXTRA FORTE;TM;Pureza, Qualidade;Extraforte
LATICINIOS REZENDE LTDA;ES;DAMARE TRADICIONAL;TM;Pureza, Qualidade;Tradicional
LBR IND. E COM. DE CAFE LTDA.-ME;ES;CLASSE A;TM;Pureza, Qualidade;Tradicional
LBR IND. E COM. DE CAFE LTDA.-ME;ES;CLASSE A EXTRA FORTE;TM;Pureza, Qualidade;Extraforte
LIDER COM. E IND. LTDA;PA;LIDER ESPRESSO;GR;Pureza, Qualidade;Superior
LIDER COM. E IND. LTDA;PA;LIDER EXTRAFORTE;TM;Pureza, Qualidade;Extraforte
LIDER COM. E IND. LTDA;PA;LIDER PREMIUM;TM;Pureza, Qualidade;Superior
LIDER COM. E IND. LTDA;PA;LIDER TRADICIONAL;TM;Pureza, Qualidade;Tradicional
LUIZ GABRIEL PEREIRA VILLELA-ME;MG;MEDTERRA RURAL CHOCOLATE CARAMELO;TM;Pureza, Qualidade;Gourmet
LUIZ GABRIEL PEREIRA VILLELA-ME;MG;MEDTERRA RURAL CITRICO;TM;Pureza, Qualidade;Gourmet
LUIZ GABRIEL PEREIRA VILLELA-ME;MG;MEDTERRA RURAL FRUTADO;TM;Pureza, Qualidade;Gourmet
M. F. FERREIRA E CIA. LTDA.;MG;YPIRANGA;TM;Pureza, Qualidade;Tradicional
MASGOVI IND. COM. SERV.  IMP. E EXP. LTDA;RJ;PONTUAL GOURMET EM GRAOS;GR;Pureza, Qualidade;Gourmet
MASGOVI IND. COM. SERV.  IMP. E EXP. LTDA;RJ;PONTUAL SUPERIOR;TM;Pureza, Qualidade;Superior
MASGOVI IND. COM. SERV.  IMP. E EXP. LTDA;RJ;PONTUAL TRADICIONAL;TM;Pureza, Qualidade;Tradicional
MASGOVI IND. COM. SERV.  IMP. E EXP. LTDA;RJ;REI DO BRASIL;TM;Pureza, Qualidade;Tradicional
MASGOVI IND. COM. SERV.  IMP. E EXP. LTDA;RJ;REI DO BRASIL GOURMET;TM;Pureza, Qualidade;Gourmet
MASGOVI IND. COM. SERV.  IMP. E EXP. LTDA;RJ;REI DO BRASIL SUPERIOR;TM;Pureza, Qualidade;Superior
MASGOVI IND. COM. SERV.  IMP. E EXP. LTDA;RJ;SELECAO DE OURO EXTRA FORTE;TM;Pureza, Qualidade;Extraforte
MASSIMO ZANETTI BEVERAGE BRASIL LTDA;SP;1707 TRADICIONAL;TM;Pureza, Qualidade;Tradicional
MASSIMO ZANETTI BEVERAGE BRASIL LTDA;SP;ABC TRADICIONAL;TM;Pureza, Qualidade;Tradicional
MASSIMO ZANETTI BEVERAGE BRASIL LTDA;SP;ANTONELLI;TM;Pureza, Qualidade;Tradicional
MASSIMO ZANETTI BEVERAGE BRASIL LTDA;SP;AVIACAO EXTRA FORTE;TM;Pureza, Qualidade;Extraforte
MASSIMO ZANETTI BEVERAGE BRASIL LTDA;SP;AVIACAO GOURMET;TM;Pureza, Qualidade;Gourmet
MASSIMO ZANETTI BEVERAGE BRASIL LTDA;SP;AVIACAO SUPERIOR;TM;Pureza, Qualidade;Superior
MASSIMO ZANETTI BEVERAGE BRASIL LTDA;SP;BIG BOM;TM;Pureza, Qualidade;Tradicional
MASSIMO ZANETTI BEVERAGE BRASIL LTDA;SP;DIA - FICA TEM EXTRAFORTE;TM;Pureza, Qualidade;Extraforte
MASSIMO ZANETTI BEVERAGE BRASIL LTDA;SP;DIA - FICA TEM TRADICIONAL;TM;Pureza, Qualidade;Tradicional
MASSIMO ZANETTI BEVERAGE BRASIL LTDA;SP;EXTRA MILD;GR;Pureza, Qualidade;Superior
MASSIMO ZANETTI BEVERAGE BRASIL LTDA;SP;EXTRA STRONG;GR;Pureza, Qualidade;Superior
MASSIMO ZANETTI BEVERAGE BRASIL LTDA;SP;GRAO DA TERRA;TM;Pureza, Qualidade;Tradicional
MASSIMO ZANETTI BEVERAGE BRASIL LTDA;SP;INTERMEZZO;TM;Pureza, Qualidade;Tradicional
MASSIMO ZANETTI BEVERAGE BRASIL LTDA;SP;ITALLE EXTRA FORTE;TM;Pureza, Qualidade;Extraforte
MASSIMO ZANETTI BEVERAGE BRASIL LTDA;SP;ITAMBE;GR;Pureza, Qualidade;Tradicional
MASSIMO ZANETTI BEVERAGE BRASIL LTDA;SP;ITAMBE - EXTRA FORTE;TM;Pureza, Qualidade;Extraforte
MASSIMO ZANETTI BEVERAGE BRASIL LTDA;SP;ITAMBE - TRADICIONAL;TM;Pureza, Qualidade;Tradicional
MASSIMO ZANETTI BEVERAGE BRASIL LTDA;SP;MASSIMO GRAO;GR;Pureza, Qualidade;Gourmet
MASSIMO ZANETTI BEVERAGE BRASIL LTDA;SP;MIALICH;TM;Pureza, Qualidade;Tradicional
MASSIMO ZANETTI BEVERAGE BRASIL LTDA;SP;NOVA SUISSA - EXTRA FORTE;TM;Pureza, Qualidade;Extraforte
MASSIMO ZANETTI BEVERAGE BRASIL LTDA;SP;NOVA SUISSA - TRADICIONAL;TM;Pureza, Qualidade;Tradicional
MASSIMO ZANETTI BEVERAGE BRASIL LTDA;SP;PACAEMBU ESPRESSO GOURMET;GR;Pureza, Qualidade;Gourmet
MASSIMO ZANETTI BEVERAGE BRASIL LTDA;SP;PACAEMBU EXTRAFORTE;TM;Pureza, Qualidade;Extraforte
MASSIMO ZANETTI BEVERAGE BRASIL LTDA;SP;PACAEMBU GOURMET;TM;Pureza, Qualidade;Gourmet
MASSIMO ZANETTI BEVERAGE BRASIL LTDA;SP;PACAEMBU NOSTRO FORTISSIMO;CAP;Pureza, Qualidade;Intensidade 8
MASSIMO ZANETTI BEVERAGE BRASIL LTDA;SP;PACAEMBU NOSTRO INTENSO;CAP;Pureza, Qualidade;Intensidade 7
MASSIMO ZANETTI BEVERAGE BRASIL LTDA;SP;PACAEMBU NOSTRO INTENSO LONGO;CAP;Pureza, Qualidade;Intensidade 8
MASSIMO ZANETTI BEVERAGE BRASIL LTDA;SP;PACAEMBU NOSTRO LEVISSIMO;CAP;Pureza, Qualidade;Intensidade 5
MASSIMO ZANETTI BEVERAGE BRASIL LTDA;SP;PACAEMBU SUPERIOR;TM;Pureza, Qualidade;Superior
MASSIMO ZANETTI BEVERAGE BRASIL LTDA;SP;PACAEMBU TRADICIONAL;TM;Pureza, Qualidade;Tradicional
MASSIMO ZANETTI BEVERAGE BRASIL LTDA;SP;PACAEMBU TRADICIONAL PARA MOINHO - TORRADO E MOIDO NA HORA;TM;Pureza, Qualidade;Tradicional
MASSIMO ZANETTI BEVERAGE BRASIL LTDA;SP;PARANAIBA EXTRA FORTE;TM;Pureza, Qualidade;Extraforte
MASSIMO ZANETTI BEVERAGE BRASIL LTDA;SP;PARANAIBA TRADICIONAL;TM;Pureza, Qualidade;Tradicional
MASSIMO ZANETTI BEVERAGE BRASIL LTDA;SP;PIERIM TRADICIONAL;TM;Pureza, Qualidade;Tradicional
MASSIMO ZANETTI BEVERAGE BRASIL LTDA;SP;ROFATTO;TM;Pureza, Qualidade;Tradicional
MASSIMO ZANETTI BEVERAGE BRASIL LTDA;SP;RUSCITO;TM;Pureza, Qualidade;Tradicional
MASSIMO ZANETTI BEVERAGE BRASIL LTDA;SP;SEGAFREDO ZANETTI - DESCAFEINADO;CAP;Pureza, Qualidade;Intensidade 6
MASSIMO ZANETTI BEVERAGE BRASIL LTDA;SP;SEGAFREDO ZANETTI - ESPRESSO CASA;TM;Pureza, Qualidade;Tradicional
MASSIMO ZANETTI BEVERAGE BRASIL LTDA;SP;SEGAFREDO ZANETTI - ESPRESSO ITALIANO;CAP;Pureza, Qualidade;Intensidade 10
MASSIMO ZANETTI BEVERAGE BRASIL LTDA;SP;SEGAFREDO ZANETTI - MASSIMO;CAP;Pureza, Qualidade;Intensidade 8
MASSIMO ZANETTI BEVERAGE BRASIL LTDA;SP;SEGAFREDO ZANETTI - SELECTION;CAP;Pureza, Qualidade;Intensidade 6
MASSIMO ZANETTI BEVERAGE BRASIL LTDA;SP;SELECT TRADICIONAL;TM;Pureza, Qualidade;Tradicional
MASSIMO ZANETTI BEVERAGE BRASIL LTDA;SP;SELECTION;TM;Pureza, Qualidade;Superior
MASSIMO ZANETTI BEVERAGE BRASIL LTDA;SP;SELECTION GRAO;GR;Pureza, Qualidade;Gourmet
MASSIMO ZANETTI BEVERAGE BRASIL LTDA;SP;SELETC EXTRA FORTE;TM;Pureza, Qualidade;Extraforte
MASSIMO ZANETTI BEVERAGE BRASIL LTDA;SP;TRADICAO;TM;Pureza, Qualidade;Tradicional
MASSIMO ZANETTI BEVERAGE BRASIL LTDA;SP;TRADICAO EXTRAFORTE;TM;Pureza, Qualidade;Extraforte
MASSIMO ZANETTI BEVERAGE BRASIL LTDA;SP;TRADICAO TRADICIONAL;TM;Pureza, Qualidade;Tradicional
MASSIMO ZANETTI BEVERAGE BRASIL LTDA;SP;VARGINHA;TM;Pureza, Qualidade;Tradicional
MATAS DE MINAS COMERCIO DE CAFE LTDA;MG;MALABI SUPERIOR;TM;Pureza, Qualidade;Superior
MATAS DE MINAS COMERCIO DE CAFE LTDA;MG;MALABI TRADICIONAL;TM;Pureza, Qualidade;Tradicional
MEGABRAYN DO BRASIL LTDA;SP;SANTA MONICA GOURMET;TM;Pureza, Qualidade;Gourmet
MEGABRAYN DO BRASIL LTDA;SP;SANTA MONICA GOURMET;GR;Pureza, Qualidade;Gourmet
MEGABRAYN DO BRASIL LTDA;SP;SANTA MONICA GOURMET DRIP COFFEE;TM;Pureza, Qualidade;Gourmet
MEGABRAYN DO BRASIL LTDA;SP;SANTA MONICA ORGANICO;GR;Pureza, Qualidade;Gourmet
MEGABRAYN DO BRASIL LTDA;SP;SANTA MONICA ORGANICO;TM;Pureza, Qualidade;Gourmet
MEGABRAYN DO BRASIL LTDA;SP;UNIAO GOURMET CERRADO MINEIRO;TM;Pureza, Qualidade;Gourmet
MEGABRAYN DO BRASIL LTDA;SP;UNIAO GOURMET MOGIANA PAULISTA;TM;Pureza, Qualidade;Gourmet
MEGABRAYN DO BRASIL LTDA;SP;UNIAO GOURMET SUL DE MINAS;TM;Pureza, Qualidade;Gourmet
MELCAFE IND. E COM. DE CAFE LTDA;GO;MELCAFE EXTRAFORTE;TM;Pureza, Qualidade;Extraforte
MELCAFE IND. E COM. DE CAFE LTDA;GO;MELCAFE TRADICIONAL;TM;Pureza, Qualidade;Tradicional
MELCAFE IND. E COM. DE CAFE LTDA;GO;RECHEIO;TM;Pureza, Qualidade;Extraforte
MELITTA DO BRASIL IND. E COM. LTDA.;SP;BARAO EXTRA FORTE;TM;Pureza, Qualidade;Extraforte
MELITTA DO BRASIL IND. E COM. LTDA.;SP;BARAO FORTE D+;TM;Pureza, Qualidade;Extraforte
MELITTA DO BRASIL IND. E COM. LTDA.;SP;BARAO TRADICIONAL;TM;Pureza, Qualidade;Tradicional
MELITTA DO BRASIL IND. E COM. LTDA.;SP;BOM JESUS EXTRA FORTE;TM;Pureza, Qualidade;Extraforte
MELITTA DO BRASIL IND. E COM. LTDA.;SP;BOM JESUS TRADICIONAL;TM;Pureza, Qualidade;Tradicional
MELITTA DO BRASIL IND. E COM. LTDA.;SP;MELITTA DESCAFEINADO CLASSICO;TM;Pureza, Qualidade, Sustentabilidade;Superior
MELITTA DO BRASIL IND. E COM. LTDA.;SP;MELITTA EDICAO LIMITADA;TM;Pureza, Qualidade, Sustentabilidade;Gourmet
MELITTA DO BRASIL IND. E COM. LTDA.;SP;MELITTA ESPECIAL;TM;Pureza, Qualidade, Sustentabilidade;Superior
MELITTA DO BRASIL IND. E COM. LTDA.;SP;MELITTA EXTRAFORTE;TM;Pureza, Qualidade;Extraforte
MELITTA DO BRASIL IND. E COM. LTDA.;SP;MELITTA TRADICIONAL;TM;Pureza, Qualidade;Tradicional
MELITTA DO BRASIL IND. E COM. LTDA.;SP;REGIOES BRASILEIRAS CERRADO;TM;Pureza, Qualidade, Sustentabilidade;Gourmet
MELITTA DO BRASIL IND. E COM. LTDA.;SP;REGIOES BRASILEIRAS MOGIANA;TM;Pureza, Qualidade, Sustentabilidade;Gourmet
MELITTA DO BRASIL IND. E COM. LTDA.;SP;REGIOES BRASILEIRAS SUL DE MINAS;TM;Pureza, Qualidade, Sustentabilidade;Gourmet
MELITTA DO BRASIL IND. E COM. LTDA.;SP;REGIOES BRASILEIRAS TERRAS CAPIXABAS;TM;Pureza, Qualidade;Gourmet
MELITTA DO BRASIL IND. E COM. LTDA.;SP;SABOR DA FAZENDA TRADICIONAL;TM;Pureza, Qualidade;Tradicional
MELITTA DO BRASIL IND. E COM. LTDA.;SP;SPRESSO MELITTA;GR;Pureza, Qualidade, Sustentabilidade;Gourmet
MOINHO PAQUETA IND. E COM. LTDA.;BA;DONA LITA TRADICIONAL;TM;Pureza, Qualidade;Tradicional
MOINHO PAQUETA IND. E COM. LTDA.;BA;JEQUIE;TM;Pureza, Qualidade;Tradicional
MOINHO PAQUETA IND. E COM. LTDA.;BA;JEQUIE - GRAOS PARA CAFE EXPRESSO;GR;Pureza, Qualidade;Gourmet
MOINHO PAQUETA IND. E COM. LTDA.;BA;JEQUIE EXTRAFORTE;TM;Pureza, Qualidade;Extraforte
MOINHO PAQUETA IND. E COM. LTDA.;BA;JEQUIE SUPERIOR;TM;Pureza, Qualidade;Superior
MOINHO PAQUETA IND. E COM. LTDA.;BA;PAQUETA;TM;Pureza, Qualidade;Tradicional
MOINHO PAQUETA IND. E COM. LTDA.;BA;PAQUETA EXTRAFORTE;TM;Pureza, Qualidade;Extraforte
MOINHO PATOENSE LTDA.;PB;PATOENSE;TM;Pureza, Qualidade;Tradicional
MOINHO PATOENSE LTDA.;PB;PATOENSE EMBALAGEM PRATA;TM;Pureza, Qualidade;Tradicional
MOINHO PETINHO IND. E COM. LTDA.;PE;BOA VIAGEM;TM;Pureza, Qualidade;Extraforte
MOINHO PETINHO IND. E COM. LTDA.;PE;MARIA BONITA EM GRAO;GR;Pureza, Qualidade;Superior
MOINHO PETINHO IND. E COM. LTDA.;PE;MARIA BONITA SUPERIOR;TM;Pureza, Qualidade;Superior
MOINHO PETINHO IND. E COM. LTDA.;PE;MARIA BONITA SUPERIOR DESCAFEINADO;TM;Pureza, Qualidade;Superior
MOINHO PETINHO IND. E COM. LTDA.;PE;PETINHO;TM;Pureza, Qualidade;Tradicional
MOINHO PETINHO IND. E COM. LTDA.;PE;PETINHO TRADICIONAL;GR;Pureza, Qualidade;Tradicional
MOINHO PETINHO IND. E COM. LTDA.;PE;PRETINHO;GR;Pureza, Qualidade;Tradicional
MOINHO PETINHO IND. E COM. LTDA.;PE;PRETINHO EXTRA FORTE;TM;Pureza, Qualidade;Extraforte
MOINHO PETINHO IND. E COM. LTDA.;PE;PRETINHO TRADICIONAL;TM;Pureza, Qualidade;Tradicional
MOINHO TABAJARA LTDA.;BA;TABAJARA EXTRA FORTE;TM;Pureza, Qualidade;Extraforte
MOINHO TABAJARA LTDA.;BA;TABAJARA TRADICIONAL;TM;Pureza, Qualidade;Tradicional
MULTICOM COM. MULTIPLO DE ALIMENTS. LTDA.;MG;SAVASSI SUPERIOR;TM;Pureza, Qualidade;Superior
MULTICOM COM. MULTIPLO DE ALIMENTS. LTDA.;MG;SAVASSI TRADICIONAL;TM;Pureza, Qualidade;Tradicional
NATANAEL LUZ CAIRES;BA;SAO FELIX;TM;Pureza, Qualidade;Tradicional
NESTLE BRASIL LTDA;SP;NESCAFE - GOLD INTENSO;TM;Pureza, Qualidade;Gourmet
NESTLE BRASIL LTDA;SP;NESCAFE GOLD - EQUILIBRADO;TM;Pureza, Qualidade, Sustentabilidade;Gourmet
NESTLE BRASIL LTDA;SP;NESCAFE GOLD - SUAVE;TM;Pureza, Qualidade, Sustentabilidade;Gourmet
NESTLE BRASIL LTDA;SP;NESCAFE INTENSIDADE MAXIMA;TM;Pureza, Qualidade, Sustentabilidade;Superior
NESTLE BRASIL LTDA;SP;NESCAFE ORIGENS DO BRASIL - CHAPADA DIAMANTINA;TM;Pureza, Qualidade, Sustentabilidade;Gourmet
NESTLE BRASIL LTDA;SP;NESCAFE ORIGENS DO BRASIL - SAO SEBASTIAO DO PARAISO;TM;Pureza, Qualidade, Sustentabilidade;Gourmet
NESTLE BRASIL LTDA;SP;NESCAFE ORIGENS DO BRASIL - SERRAS DO ALTO PARANAIBA;TM;Pureza, Qualidade, Sustentabilidade;Gourmet
NESTLE BRASIL LTDA;SP;NESCAFE SELEZIONE;GR;Pureza, Qualidade;Superior
NESTLE BRASIL LTDA;SP;NESCAFE SIGNATURE BLEND BR MANIA;GR;Pureza, Qualidade;Gourmet
NORMA SUELI AGUIAR - ME;BA;ITUACU;TM;Pureza, Qualidade;Tradicional
NORMA SUELI AGUIAR - ME;BA;ITUACU GOURMET;TM;Pureza, Qualidade;Gourmet
NORMA SUELI AGUIAR - ME;BA;TAMANDUA;TM;Pureza, Qualidade;Tradicional
NOSSO CAFE IND. E COM. LTDA.;MG;ITAIM;TM;Pureza, Qualidade;Extraforte
ODEBRECHT - COM. E IND. DE CAFE LTDA.;PR;DIANA EXTRA FORTE;TM;Pureza, Qualidade;Extraforte
ODEBRECHT - COM. E IND. DE CAFE LTDA.;PR;DIANA TRADICIONAL;TM;Pureza, Qualidade;Tradicional
ODEBRECHT - COM. E IND. DE CAFE LTDA.;PR;GOURMET EXPRESSO;CAP;Pureza, Qualidade;Intensidade 6
ODEBRECHT - COM. E IND. DE CAFE LTDA.;PR;JUBILEU EXTRA FORTE;TM;Pureza, Qualidade;Extraforte
ODEBRECHT - COM. E IND. DE CAFE LTDA.;PR;JUBILEU TRADICIONAL;TM;Pureza, Qualidade;Tradicional
ODEBRECHT - COM. E IND. DE CAFE LTDA.;PR;ODEBRECHT EXPRESSO;GR;Pureza, Qualidade;Gourmet
ODEBRECHT - COM. E IND. DE CAFE LTDA.;PR;ODEBRECHT GOLDEN;TM;Pureza, Qualidade;Tradicional
ODEBRECHT - COM. E IND. DE CAFE LTDA.;PR;ODEBRECHT GOLDEN EXTRA FORTE;TM;Pureza, Qualidade;Extraforte
ODEBRECHT - COM. E IND. DE CAFE LTDA.;PR;ODEBRECHT GOURMET;TM;Pureza, Qualidade;Gourmet
ODEBRECHT - COM. E IND. DE CAFE LTDA.;PR;ODEBRECHT PREMIUM;TM;Pureza, Qualidade;Tradicional
ODEBRECHT - COM. E IND. DE CAFE LTDA.;PR;ODEBRECHT SUPERIOR;TM;Pureza, Qualidade;Superior
ODEBRECHT - COM. E IND. DE CAFE LTDA.;PR;ODEBRECHT TRADICIONAL;TM;Pureza, Qualidade;Tradicional
ODEBRECHT - COM. E IND. DE CAFE LTDA.;PR;OTTO;TM;Pureza, Qualidade;Superior
ODEBRECHT - COM. E IND. DE CAFE LTDA.;PR;OTTO EXTRAFORTE;TM;Pureza, Qualidade;Extraforte
ODEBRECHT - COM. E IND. DE CAFE LTDA.;PR;OTTO TRADICIONAL;TM;Pureza, Qualidade;Tradicional
ODEBRECHT - COM. E IND. DE CAFE LTDA.;PR;PARANA EXTRA FORTE;TM;Pureza, Qualidade;Extraforte
ODEBRECHT - COM. E IND. DE CAFE LTDA.;PR;PERFETTO GRANO;TM;Pureza, Qualidade;Superior
ODEBRECHT - COM. E IND. DE CAFE LTDA.;PR;PERFETTO GRANO GRAO;GR;Pureza, Qualidade;Superior
ODEBRECHT - COM. E IND. DE CAFE LTDA.;PR;SURURU TRADICIONAL;TM;Pureza, Qualidade;Tradicional
ODEBRECHT - COM. E IND. DE CAFE LTDA.;PR;VILLA RICA EXTRA FORTE;TM;Pureza, Qualidade;Extraforte
ODEBRECHT - COM. E IND. DE CAFE LTDA.;PR;VILLA RICA TRADICIONAL;TM;Pureza, Qualidade;Tradicional
ODEBRECHT - COM. E IND. DE CAFE LTDA.;PR;ZICO EXTRAFORTE;TM;Pureza, Qualidade;Extraforte
ODEBRECHT - COM. E IND. DE CAFE LTDA.;PR;ZICO GOURMET;TM;Pureza, Qualidade;Gourmet
ODEBRECHT - COM. E IND. DE CAFE LTDA.;PR;ZICO PREMIUM;TM;Pureza, Qualidade;Tradicional
ODEBRECHT - COM. E IND. DE CAFE LTDA.;PR;ZICO SUPERIOR;TM;Pureza, Qualidade;Superior
ODEBRECHT - COM. E IND. DE CAFE LTDA.;PR;ZICO TRADICIONAL;TM;Pureza, Qualidade;Tradicional
OLG IND. E COM. EIRELI;RO;DO RANCHO TRADICIONAL;TM;Pureza, Qualidade;Tradicional
OLG IND. E COM. EIRELI;RO;NOVA ERA;TM;Pureza, Qualidade;Tradicional
ORGEMA CAFES ESPECIAIS LTDA;SP;BARAO DO RIO BRANCO - GOURMET;TM;Pureza, Qualidade;Gourmet
ORGEMA CAFES ESPECIAIS LTDA;SP;BARAO DO RIO BRANCO - PREMIUM;GR;Pureza, Qualidade;Superior
ORGEMA CAFES ESPECIAIS LTDA;SP;BARAO DO RIO BRANCO - PREMIUM;TM;Pureza, Qualidade;Superior
ORGEMA CAFES ESPECIAIS LTDA;SP;BARAO DO RIO BRANCO - PREMIUM;CAP;Pureza, Qualidade;Intensidade 8
ORGEMA CAFES ESPECIAIS LTDA;SP;BARAO DO RIO BRANCO GOURMET;GR;Pureza, Qualidade;Gourmet
ORGEMA CAFES ESPECIAIS LTDA;SP;VERMONT EXTRA FORTE;TM;Pureza, Qualidade;Extraforte
ORGEMA CAFES ESPECIAIS LTDA;SP;VERMONT TRADICIONAL;TM;Pureza, Qualidade;Tradicional
PEDRA AZUL BRASILEIRA  IND. E COM. LTDA - ME;ES;PEDRA AZUL SUPERIOR;TM;Pureza, Qualidade;Superior
PEDRA AZUL BRASILEIRA  IND. E COM. LTDA - ME;ES;PEDRA AZUL TRADICIONAL;TM;Pureza, Qualidade;Tradicional
PIANOVSKI IND. E COM. DE CAFE E CEREAIS LTDA.;MT;PIANOVSKI TRADICIONAL;TM;Pureza, Qualidade;Tradicional
PORTO BRASIL IND. COM. DE PRODS. ALIMENTS. LTDA.;PR;BITUMIRIM;TM;Pureza, Qualidade;Extraforte
PORTO BRASIL IND. COM. DE PRODS. ALIMENTS. LTDA.;PR;BURITI FORTE;TM;Pureza, Qualidade;Extraforte
PRADO CAFES ESPECIAIS LTDA - ME;MG;PRADO GOURMET;TM;Pureza, Qualidade, Sustentabilidade;Gourmet
PRADO CAFES ESPECIAIS LTDA - ME;MG;PRADO SUPERIOR;TM;Pureza, Qualidade;Superior
PRATA DOS SANTOS IND. E COM. LTDA.;MG;PRODUTOR;TM;Pureza, Qualidade;Tradicional
PRATA DOS SANTOS IND. E COM. LTDA.;MG;PRODUTOR EXPRESSO;TM;Pureza, Qualidade;Gourmet
PRATA DOS SANTOS IND. E COM. LTDA.;MG;PRODUTOR EXPRESSO TORRADO EM GRAO;GR;Pureza, Qualidade;Gourmet
PRATA DOS SANTOS IND. E COM. LTDA.;MG;PRODUTOR EXTRA FORTE;TM;Pureza, Qualidade;Extraforte
